iter	Logloss
170	0.4121113659
171	0.4120342255
172	0.4118980335
173	0.4118728783
174	0.4118143172
175	0.4116695549
176	0.4115440877
177	0.4114998336
178	0.4114399974
179	0.4113105665
180	0.4111896442
181	0.411072137
182	0.4109793309
183	0.4109178816
184	0.4108412534
185	0.4107419005
186	0.4105982935
187	0.4105136145
188	0.410378131
189	0.4102338264
190	0.4101168896
191	0.410068937
192	0.4099868375
193	0.4098551396
194	0.4097728838
195	0.4095956675
196	0.4094497426
197	0.4093680028
198	0.4092997378
199	0.4092468007
200	0.4090809195
201	0.4089278049
202	0.4087416222
203	0.4086109234
204	0.4085514323
205	0.4084455
206	0.4083253661
207	0.4082600875
208	0.4081981223
209	0.4081196231
210	0.4080374836
211	0.407857993
212	0.4077187529
213	0.4076615651
214	0.4075636582
215	0.4075184922
216	0.4074480656
217	0.4074358114
218	0.4073853774
219	0.4073287237
220	0.4072349585
221	0.4072018033
222	0.4070688121
223	0.4069958968
224	0.4069156683
225	0.406834081
226	0.4066981361
227	0.4065530141
228	0.4063309333
229	0.4061764454
230	0.4060542297
231	0.4059305682
232	0.4057989357
233	0.4057708995
234	0.4056003643
235	0.4055418251
236	0.4054882013
237	0.4053633481
238	0.4052623494
239	0.4051644098
240	0.4050883411
241	0.4049295371
242	0.4048502386
243	0.40470742
244	0.4045724233
245	0.4044273921
246	0.4043442826
247	0.4042368317
248	0.4041508448
249	0.4040023113
250	0.4039397939
251	0.4038437071
252	0.4037744468
253	0.4036482275
254	0.4035822768
255	0.4035273525
256	0.4033710443
257	0.4032546634
258	0.4031767745
259	0.4030739049
260	0.4029730007
261	0.4028149305
262	0.4027597736
263	0.4026560429
264	0.4025070663
265	0.4024596114
266	0.402375154
267	0.4022880191
268	0.4021576545
269	0.4020709773
270	0.4019312032
271	0.4018043591
272	0.4016928864
273	0.4016200184
274	0.4015176755
275	0.4014464242
276	0.4013554964
277	0.4012591335
278	0.4011584582
279	0.4010463351
280	0.4009151858
281	0.4008181
282	0.4006547292
283	0.4006115359
284	0.4004597437
285	0.4003718204
286	0.4002681369
287	0.4001884896
288	0.4001522173
289	0.3999962616
290	0.3998802476
291	0.3998012579
292	0.3996260652
293	0.3995179022
294	0.3993810599
295	0.3992554837
296	0.3991573079
297	0.3990348489
298	0.3988898432
299	0.3988136183
300	0.3987059966
301	0.3985825203
302	0.3984459214
303	0.3982938894
304	0.3980978866
305	0.3980023702
306	0.3978824833
307	0.3977260662
308	0.3976040976
309	0.3974890028
310	0.3973403022
311	0.3972251965
312	0.3970956021
313	0.3969201587
314	0.3968054345
315	0.3967376455
316	0.3965978023
317	0.39649381
318	0.3963982682
319	0.3962817819
320	0.3961560022
321	0.396104086
322	0.3959588114
323	0.3957878549
324	0.3956594231
325	0.3955643899
326	0.3954397983
327	0.3952835955
328	0.3951757268
329	0.3950651187
330	0.3949187942
331	0.3947750237
332	0.3946845027
333	0.3945158277
334	0.3944058191
335	0.3942618815
336	0.3941973695
337	0.3941240474
338	0.393999968
339	0.3939124988
340	0.3937917691
341	0.3936890702
342	0.3936029053
343	0.3935302226
344	0.3934361376
345	0.3932354664
346	0.3930826968
347	0.3929668935
348	0.3928695497
349	0.392807203
350	0.3926779211
351	0.3925836363
352	0.3924541074
353	0.392348502
354	0.3922404262
355	0.3920958019
356	0.3919806272
357	0.3918671417
358	0.3917352295
359	0.3916664196
360	0.3915406654
361	0.3914458066
362	0.3912715331
363	0.3911386254
364	0.3910712142
365	0.3909608132
366	0.3908342489
367	0.3907749939
368	0.390676364
369	0.3905137707
370	0.3904221417
371	0.3902951522
372	0.3901775978
373	0.3900991458
374	0.3899638476
375	0.3898575883
376	0.3897838956
377	0.3896983664
378	0.389602138
379	0.3894329107
380	0.3893584914
381	0.3892736671
382	0.3891907792
383	0.3891104889
384	0.3890086437
385	0.3889101592
386	0.3887828791
387	0.3887078603
388	0.3886560967
389	0.3885357775
390	0.3883606357
391	0.388272894
392	0.3881855883
393	0.3880407606
394	0.3879525394
395	0.3878258369
396	0.3877141389
397	0.3876413182
398	0.3875126321
399	0.3874172029
400	0.3873299154
401	0.3872574216
402	0.387183282
403	0.3870582181
404	0.3869578734
405	0.38684813
406	0.3867348226
407	0.3866327486
408	0.3865605055
409	0.3864160011
410	0.3862988463
411	0.3862135315
412	0.3860639627
413	0.3859719013
414	0.3858976782
415	0.3857773081
416	0.3857136463
417	0.3856579118
418	0.3855453201
419	0.385458948
420	0.3853306943
421	0.3852073124
422	0.3850565447
423	0.3849389576
424	0.3847966948
425	0.3847125934
426	0.3845746068
427	0.3843761117
428	0.3842770749
429	0.3841411409
430	0.3840140933
431	0.3839290692
432	0.3838164375
433	0.38364652
434	0.3835330854
435	0.3834219724
436	0.3833294242
437	0.3831692687
438	0.3830758449
439	0.3829936909
440	0.3828966232
441	0.3828074355
442	0.3827001444
443	0.3826272583
444	0.3825244104
445	0.3824267505
446	0.3823428308
447	0.3822278195
448	0.3821293785
449	0.3820664578
450	0.3819841185
451	0.3818747748
452	0.381826517
453	0.3817153967
454	0.3816072301
455	0.3815054794
456	0.3813855162
457	0.381259693
458	0.3811731974
459	0.3810774921
460	0.3809978957
461	0.3808711606
462	0.3807266562
463	0.380650504
464	0.3805431838
465	0.3804441616
466	0.3803372556
467	0.3802811577
468	0.3801404753
469	0.3800549643
470	0.3799102093
471	0.3798276483
472	0.3797305298
473	0.3795627194
474	0.379441027
475	0.3792740486
476	0.3791695985
477	0.3790413629
478	0.3789504932
479	0.3787965466
480	0.3786641838
481	0.3785517302
482	0.3784724935
483	0.3783752405
484	0.3782704671
485	0.3782268161
486	0.378118802
487	0.3780187407
488	0.3779417383
489	0.3778731355
490	0.3778126817
491	0.3777202951
492	0.3775717072
493	0.3774455788
494	0.3773727962
495	0.3773058828
496	0.3772541791
497	0.3771642939
498	0.3770341128
499	0.3769241842
500	0.3768139994
501	0.3767188281
502	0.3766367722
503	0.3765935117
504	0.3764786293
505	0.3764204752
506	0.3763252349
507	0.3761848668
508	0.3761613265
509	0.3760621897
510	0.3759610912
511	0.3758225941
512	0.3757109469
513	0.3756401752
514	0.3755060214
515	0.3754266339
516	0.3752823621
517	0.3751914088
518	0.3750250898
519	0.3749284236
520	0.3748375865
521	0.3748076775
522	0.3747306315
523	0.3746153713
524	0.3744905454
525	0.3743646731
526	0.3742465955
527	0.3741679037
528	0.3740289016
529	0.3739438375
530	0.3738570604
531	0.3737820217
532	0.3737218911
533	0.3736167726
534	0.373472726
535	0.3733734294
536	0.3732556007
537	0.3731937953
538	0.3731407874
539	0.3730304573
540	0.3728880455
541	0.3728342892
542	0.3727757699
543	0.3727131362
544	0.3726112166
545	0.37245422
546	0.3723632849
547	0.3722511382
548	0.3721485701
549	0.372018231
550	0.3718952542
551	0.3717748951
552	0.3717459724
553	0.3716778147
554	0.3716174371
555	0.3715528615
556	0.3715068181
557	0.3713710167
558	0.3712409628
559	0.3711619895
560	0.3710725966
561	0.3709810166
562	0.3708875892
563	0.3707816042
564	0.3706821423
565	0.3706033016
566	0.370505115
567	0.3704346157
568	0.370341904
569	0.3702308291
570	0.3701565243
571	0.3700819179
572	0.3700236057
573	0.3699734969
574	0.3699105072
575	0.3698195612
576	0.3697470438
577	0.3696186483
578	0.3695937529
579	0.3694892338
580	0.3694063023
581	0.3693145915
582	0.3691655695
583	0.3691139566
584	0.3690510959
585	0.3689907982
586	0.3689125933
587	0.3687951188
588	0.3687500127
589	0.368609779
590	0.3685634086
591	0.3683813168
592	0.3683095078
593	0.368174275
594	0.3680828603
595	0.3680281685
596	0.3679654403
597	0.3678525144
598	0.3678072521
599	0.3677208928
600	0.3676607786
601	0.3675962521
602	0.3675664193
603	0.3674750283
604	0.3673851177
605	0.3673183641
606	0.3672086134
607	0.367037121
608	0.3669449416
609	0.3669196429
610	0.3668419793
611	0.3667102832
612	0.3666275569
613	0.3665610504
614	0.366470059
615	0.3664009803
616	0.3662418256
617	0.3660890924
618	0.3660469782
619	0.3659964189
620	0.3658826247
621	0.3657606252
622	0.36562797
623	0.3655689694
624	0.365466552
625	0.3653701528
626	0.365307005
627	0.3652156031
628	0.3651533563
629	0.3650438091
630	0.3649667794
631	0.3648339589
632	0.3647419757
633	0.3646456728
634	0.3645766413
635	0.3645067869
636	0.3644010326
637	0.3642751022
638	0.3641639691
639	0.3641045543
640	0.3639984185
641	0.3639591508
642	0.3638719395
643	0.3638188008
644	0.3637496567
645	0.3636371558
646	0.3635438465
647	0.3634845933
648	0.3633687428
649	0.3632917332
650	0.363245083
651	0.3631788926
652	0.3631435957
653	0.3631028257
654	0.3630018961
655	0.3629420653
656	0.3628577459
657	0.3627368873
658	0.3626146589
659	0.3625138092
660	0.362403539
661	0.3622541191
662	0.3621369825
663	0.3620129504
664	0.3619648743
665	0.361880831
666	0.3618277704
667	0.3617477163
668	0.361692127
669	0.3615849322
670	0.3615096846
671	0.361442733
672	0.3613469896
673	0.3612098875
674	0.3611456662
675	0.3611046001
676	0.3610521516
677	0.3609531621
678	0.3608840161
679	0.3608104016
680	0.3606980333
681	0.3606279827
682	0.360552657
683	0.3604854384
684	0.360429148
685	0.360317817
686	0.3602478082
687	0.360132548
688	0.3600649152
689	0.3599519566
690	0.3598795446
691	0.3597828856
692	0.3597356524
693	0.3596038764
694	0.3595436568
695	0.3594560823
696	0.359400355
697	0.3593176233
698	0.3592261051
699	0.3591326523
700	0.3590554791
701	0.3589669891
702	0.3589076978
703	0.3588030225
704	0.358747762
705	0.3586472866
706	0.3585279937
707	0.3584444028
708	0.3583333424
709	0.3581897935
710	0.3581041409
711	0.3580806187
712	0.3579981486
713	0.3579361107
714	0.3578693045
715	0.3578042911
716	0.3576999955
717	0.3575861922
718	0.3575252533
719	0.3574005163
720	0.3573439208
721	0.3572443081
722	0.3571005921
723	0.3569924563
724	0.3569419552
725	0.356871198
726	0.3567795145
727	0.3566527194
728	0.3565423965
729	0.3564747002
730	0.3564181827
731	0.3563371531
732	0.3562129847
733	0.356127174
734	0.3560435813
735	0.3559742246
736	0.3558734494
737	0.3558016495
738	0.3556985292
739	0.3556280136
740	0.3555191803
741	0.3554258637
742	0.3553735497
743	0.3553138515
744	0.3552626964
745	0.3551754979
746	0.3551535779
747	0.3550198582
748	0.3549733008
749	0.3549094609
750	0.354849383
751	0.3547905168
752	0.3547351456
753	0.3546366791
754	0.3545780963
755	0.3545198441
756	0.3544212995
757	0.3543073727
758	0.3542280978
759	0.354132794
760	0.3540801911
761	0.3539926202
762	0.3539539337
763	0.3538239633
764	0.3537519037
765	0.3536106364
766	0.3534995524
767	0.3534442502
768	0.3533083525
769	0.3532317479
770	0.3532277407
771	0.3531444241
772	0.3530632945
773	0.3529485049
774	0.3528930319
775	0.352787937
776	0.3526592273
777	0.3525695274
778	0.3525147683
779	0.3524328432
780	0.3524068687
781	0.352319583
782	0.3522230711
783	0.3521287954
784	0.3520437459
785	0.3520016734
786	0.3518894559
787	0.3517765972
788	0.3516922706
789	0.3515471286
790	0.351499741
791	0.3514512053
792	0.3513948513
793	0.3513401958
794	0.3512644087
795	0.3511121259
796	0.3510170764
797	0.3509666061
798	0.3508954039
799	0.3508082199
800	0.3506728218
801	0.3505848912
802	0.3505123865
803	0.3504099764
804	0.3503157861
805	0.3501891599
806	0.3501869347
807	0.3500956217
808	0.3500055458
809	0.3499166398
810	0.3498996789
811	0.34978304
812	0.3496472023
813	0.3496348081
814	0.349542923
815	0.3494330724
816	0.3493265461
817	0.3492653438
818	0.3491650954
819	0.34910036
820	0.3490277427
821	0.3489385587
822	0.3488235419
823	0.3487241999
824	0.3486016791
825	0.3484726315
826	0.348372058
827	0.3483064742
828	0.3482374736
829	0.3480963807
830	0.347979046
831	0.3478447233
832	0.3477283623
833	0.3476622718
834	0.3475844683
835	0.3474815151
836	0.3473658662
837	0.347265694
838	0.3471706536
839	0.3471089881
840	0.3470529611
841	0.3470014754
842	0.3469350197
843	0.3468325624
844	0.3467417508
845	0.3467044304
846	0.3465298498
847	0.3464705131
848	0.3464324479
849	0.3463203031
850	0.3462550572
851	0.3461802564
852	0.3461124202
853	0.3460667837
854	0.345958103
855	0.3459026427
856	0.3458434913
857	0.3457669939
858	0.3457063348
859	0.3456141317
860	0.3455059887
861	0.3454066413
862	0.3453483127
863	0.3453462746
864	0.3452252415
865	0.3451660792
866	0.3451037452
867	0.3450327555
868	0.3449472536
869	0.3448812303
870	0.3447591073
871	0.3446585791
872	0.3445745759
873	0.344505924
874	0.3444274139
875	0.3443534506
876	0.3443517703
877	0.3442677325
878	0.3442016147
879	0.3441620436
880	0.3440055974
881	0.3438753455
882	0.3437723541
883	0.3437033099
884	0.3436308906
885	0.343571038
886	0.3434788749
887	0.3433568446
888	0.3432950592
889	0.343196838
890	0.3431441334
891	0.3430075945
892	0.3428845941
893	0.3427811922
894	0.3427333505
895	0.3426243264
896	0.3425263378
897	0.3424056662
898	0.3423321551
899	0.3422356288
900	0.3421509498
901	0.3420451446
902	0.3419757552
903	0.3418696794
904	0.3417736217
905	0.3417201941
906	0.3417183667
907	0.3416618838
908	0.341552431
909	0.3414302117
910	0.341302997
911	0.3412184961
912	0.3411143403
913	0.3411098226
914	0.3410080029
915	0.34097029
916	0.3408942595
917	0.3408279092
918	0.3406780988
919	0.340595714
920	0.3405069533
921	0.3404255531
922	0.3403461511
923	0.3402785928
924	0.3402072035
925	0.3401756995
926	0.3401301974
927	0.3400575892
928	0.339958745
929	0.3398835155
930	0.3398250761
931	0.339750606
932	0.3396654129
933	0.3395649992
934	0.3394956407
935	0.3394093032
936	0.339255491
937	0.3391586903
938	0.3390444964
939	0.3389592525
940	0.3388221795
941	0.3387516494
942	0.3386862691
943	0.3385959734
944	0.3384921882
945	0.3384649767
946	0.3383839471
947	0.3383321944
948	0.3382224946
949	0.338142266
950	0.3380313401
951	0.3379434041
952	0.3378742945
953	0.3378113574
954	0.3377455085
955	0.3375996181
956	0.3375364249
957	0.3374807648
958	0.337392985
959	0.337349334
960	0.3372986003
961	0.3372356378
962	0.3371682285
963	0.3371096402
964	0.3370663725
965	0.3369998351
966	0.3368509456
967	0.3367437308
968	0.3366400837
969	0.3365879894
970	0.3364772615
971	0.3363729531
972	0.3363200724
973	0.3362617838
974	0.3361735335
975	0.3360709272
976	0.3360228838
977	0.3359033766
978	0.3358003471
979	0.3356931777
980	0.3356053652
981	0.3355447152
982	0.3355041776
983	0.3354936037
984	0.3353909538
985	0.3353170468
986	0.3352601042
987	0.3352166076
988	0.3351442519
989	0.3350773512
990	0.3349723907
991	0.3349205489
992	0.3348580696
993	0.334787832
994	0.334718281
995	0.3346658107
996	0.3345973769
997	0.33447353
998	0.3343788892
999	0.334305805
